Series ID,Year,Period,Label,Value
SMU29000000500000003,2021,M06,2021 Jun,27.24
SMU29000000500000003,2021,M07,2021 Jul,27.51
SMU29000000500000003,2021,M08,2021 Aug,27.72
SMU29000000500000003,2021,M09,2021 Sep,27.54
SMU29000000500000003,2021,M10,2021 Oct,27.98
SMU29000000500000003,2021,M11,2021 Nov,28.19
SMU29000000500000003,2021,M12,2021 Dec,28.57
SMU29000000500000003,2022,M01,2022 Jan,29.47
SMU29000000500000003,2022,M02,2022 Feb,28.59
SMU29000000500000003,2022,M03,2022 Mar,28.28
SMU29000000500000003,2022,M04,2022 Apr,28.29
SMU29000000500000003,2022,M05,2022 May,28.04
SMU29000000500000003,2022,M06,2022 Jun,27.83
SMU29000000500000003,2022,M07,2022 Jul,28.33
SMU29000000500000003,2022,M08,2022 Aug,28.44
SMU29000000500000003,2022,M09,2022 Sep,28.75
SMU29000000500000003,2022,M10,2022 Oct,29.65
SMU29000000500000003,2022,M11,2022 Nov,29.72
SMU29000000500000003,2022,M12,2022 Dec,29.80
SMU30000000500000003,2020,M01,2020 Jan,24.82
SMU30000000500000003,2020,M02,2020 Feb,25.02
SMU30000000500000003,2020,M03,2020 Mar,25.20
SMU30000000500000003,2020,M04,2020 Apr,26.25
SMU30000000500000003,2020,M05,2020 May,25.89
SMU30000000500000003,2020,M06,2020 Jun,25.74
SMU30000000500000003,2020,M07,2020 Jul,25.85
SMU30000000500000003,2020,M08,2020 Aug,26.12
SMU30000000500000003,2020,M09,2020 Sep,25.93
SMU30000000500000003,2020,M10,2020 Oct,26.34
SMU30000000500000003,2020,M11,2020 Nov,26.42
SMU30000000500000003,2020,M12,2020 Dec,26.16
SMU30000000500000003,2021,M01,2021 Jan,26.11
SMU30000000500000003,2021,M02,2021 Feb,26.23
SMU30000000500000003,2021,M03,2021 Mar,26.02
SMU30000000500000003,2021,M04,2021 Apr,26.49
SMU30000000500000003,2021,M05,2021 May,26.77
SMU30000000500000003,2021,M06,2021 Jun,26.64
SMU30000000500000003,2021,M07,2021 Jul,26.73
SMU30000000500000003,2021,M08,2021 Aug,27.34
SMU30000000500000003,2021,M09,2021 Sep,27.49
SMU30000000500000003,2021,M10,2021 Oct,27.69
SMU30000000500000003,2021,M11,2021 Nov,27.14
SMU30000000500000003,2021,M12,2021 Dec,27.58
SMU30000000500000003,2022,M01,2022 Jan,26.89
SMU30000000500000003,2022,M02,2022 Feb,27.27
SMU30000000500000003,2022,M03,2022 Mar,27.23
SMU30000000500000003,2022,M04,2022 Apr,27.92
SMU30000000500000003,2022,M05,2022 May,27.61
SMU30000000500000003,2022,M06,2022 Jun,27.05
SMU30000000500000003,2022,M07,2022 Jul,27.67
SMU30000000500000003,2022,M08,2022 Aug,28.03
SMU30000000500000003,2022,M09,2022 Sep,28.78
SMU30000000500000003,2022,M10,2022 Oct,28.95
SMU30000000500000003,2022,M11,2022 Nov,28.82
SMU30000000500000003,2022,M12,2022 Dec,29.16
SMU31000000500000003,2020,M01,2020 Jan,26.33
SMU31000000500000003,2020,M02,2020 Feb,26.72
SMU31000000500000003,2020,M03,2020 Mar,26.84
SMU31000000500000003,2020,M04,2020 Apr,27.36
SMU31000000500000003,2020,M05,2020 May,27.22
SMU31000000500000003,2020,M06,2020 Jun,27.06
SMU31000000500000003,2020,M07,2020 Jul,27.10
SMU31000000500000003,2020,M08,2020 Aug,27.18
SMU31000000500000003,2020,M09,2020 Sep,27.00
SMU31000000500000003,2020,M10,2020 Oct,26.79
SMU31000000500000003,2020,M11,2020 Nov,27.34
SMU31000000500000003,2020,M12,2020 Dec,27.08
SMU31000000500000003,2021,M01,2021 Jan,27.17
SMU31000000500000003,2021,M02,2021 Feb,27.19
SMU31000000500000003,2021,M03,2021 Mar,27.14
SMU31000000500000003,2021,M04,2021 Apr,27.26
SMU31000000500000003,2021,M05,2021 May,27.06
SMU31000000500000003,2021,M06,2021 Jun,27.21
SMU31000000500000003,2021,M07,2021 Jul,27.29
SMU31000000500000003,2021,M08,2021 Aug,28.39
SMU31000000500000003,2021,M09,2021 Sep,28.61
SMU31000000500000003,2021,M10,2021 Oct,28.85
SMU31000000500000003,2021,M11,2021 Nov,28.87
SMU31000000500000003,2021,M12,2021 Dec,29.03
SMU31000000500000003,2022,M01,2022 Jan,30.06
SMU31000000500000003,2022,M02,2022 Feb,29.51
SMU31000000500000003,2022,M03,2022 Mar,29.33
SMU31000000500000003,2022,M04,2022 Apr,29.45
SMU31000000500000003,2022,M05,2022 May,29.68
SMU31000000500000003,2022,M06,2022 Jun,29.05
SMU31000000500000003,2022,M07,2022 Jul,29.37
SMU31000000500000003,2022,M08,2022 Aug,29.50
SMU31000000500000003,2022,M09,2022 Sep,29.65
SMU31000000500000003,2022,M10,2022 Oct,29.87
SMU31000000500000003,2022,M11,2022 Nov,29.73
SMU31000000500000003,2022,M12,2022 Dec,30.06
SMU32000000500000003,2020,M01,2020 Jan,25.41
SMU32000000500000003,2020,M02,2020 Feb,25.36
SMU32000000500000003,2020,M03,2020 Mar,25.47
SMU32000000500000003,2020,M04,2020 Apr,27.83
SMU32000000500000003,2020,M05,2020 May,27.09
SMU32000000500000003,2020,M06,2020 Jun,26.12
SMU32000000500000003,2020,M07,2020 Jul,26.23
SMU32000000500000003,2020,M08,2020 Aug,26.09
SMU32000000500000003,2020,M09,2020 Sep,25.87
SMU32000000500000003,2020,M10,2020 Oct,25.68
SMU32000000500000003,2020,M11,2020 Nov,25.92
SMU32000000500000003,2020,M12,2020 Dec,26.10
SMU32000000500000003,2021,M01,2021 Jan,26.00
SMU32000000500000003,2021,M02,2021 Feb,25.71
SMU32000000500000003,2021,M03,2021 Mar,25.82
SMU32000000500000003,2021,M04,2021 Apr,25.80
SMU32000000500000003,2021,M05,2021 May,26.21
SMU32000000500000003,2021,M06,2021 Jun,26.30
SMU32000000500000003,2021,M07,2021 Jul,26.73
SMU32000000500000003,2021,M08,2021 Aug,26.70
SMU32000000500000003,2021,M09,2021 Sep,27.30
SMU32000000500000003,2021,M10,2021 Oct,27.41
SMU32000000500000003,2021,M11,2021 Nov,27.25
SMU32000000500000003,2021,M12,2021 Dec,27.22
SMU32000000500000003,2022,M01,2022 Jan,27.82
SMU32000000500000003,2022,M02,2022 Feb,28.04
SMU32000000500000003,2022,M03,2022 Mar,27.99
SMU32000000500000003,2022,M04,2022 Apr,28.19
SMU32000000500000003,2022,M05,2022 May,28.44
SMU32000000500000003,2022,M06,2022 Jun,28.48
SMU32000000500000003,2022,M07,2022 Jul,28.67
SMU32000000500000003,2022,M08,2022 Aug,28.72
SMU32000000500000003,2022,M09,2022 Sep,29.33
SMU32000000500000003,2022,M10,2022 Oct,28.99
SMU32000000500000003,2022,M11,2022 Nov,29.00
SMU32000000500000003,2022,M12,2022 Dec,29.04
SMU33000000500000003,2020,M01,2020 Jan,27.96
SMU33000000500000003,2020,M02,2020 Feb,28.33
SMU33000000500000003,2020,M03,2020 Mar,28.32
SMU33000000500000003,2020,M04,2020 Apr,30.39
SMU33000000500000003,2020,M05,2020 May,29.84
SMU33000000500000003,2020,M06,2020 Jun,29.39
SMU33000000500000003,2020,M07,2020 Jul,29.50
SMU33000000500000003,2020,M08,2020 Aug,29.87
SMU33000000500000003,2020,M09,2020 Sep,29.78
SMU33000000500000003,2020,M10,2020 Oct,29.74
SMU33000000500000003,2020,M11,2020 Nov,30.46
SMU33000000500000003,2020,M12,2020 Dec,30.68
SMU33000000500000003,2021,M01,2021 Jan,30.48
SMU33000000500000003,2021,M02,2021 Feb,30.39
SMU33000000500000003,2021,M03,2021 Mar,30.45
SMU33000000500000003,2021,M04,2021 Apr,31.15
SMU33000000500000003,2021,M05,2021 May,31.15
SMU33000000500000003,2021,M06,2021 Jun,30.93
SMU33000000500000003,2021,M07,2021 Jul,30.84
SMU33000000500000003,2021,M08,2021 Aug,31.30
SMU33000000500000003,2021,M09,2021 Sep,31.82
SMU33000000500000003,2021,M10,2021 Oct,31.75
SMU33000000500000003,2021,M11,2021 Nov,31.91
SMU33000000500000003,2021,M12,2021 Dec,32.11
SMU33000000500000003,2022,M01,2022 Jan,32.90
SMU33000000500000003,2022,M02,2022 Feb,32.54
SMU33000000500000003,2022,M03,2022 Mar,32.51
SMU33000000500000003,2022,M04,2022 Apr,32.64
SMU33000000500000003,2022,M05,2022 May,32.67
SMU33000000500000003,2022,M06,2022 Jun,32.19
SMU33000000500000003,2022,M07,2022 Jul,32.09
SMU33000000500000003,2022,M08,2022 Aug,32.27
SMU33000000500000003,2022,M09,2022 Sep,32.61
SMU33000000500000003,2022,M10,2022 Oct,33.00
SMU33000000500000003,2022,M11,2022 Nov,33.17
SMU33000000500000003,2022,M12,2022 Dec,33.29
SMU34000000500000003,2020,M01,2020 Jan,30.73
SMU34000000500000003,2020,M02,2020 Feb,31.03
SMU34000000500000003,2020,M03,2020 Mar,31.06
SMU34000000500000003,2020,M04,2020 Apr,32.87
SMU34000000500000003,2020,M05,2020 May,32.61
SMU34000000500000003,2020,M06,2020 Jun,32.40
SMU34000000500000003,2020,M07,2020 Jul,32.06
SMU34000000500000003,2020,M08,2020 Aug,32.50
SMU34000000500000003,2020,M09,2020 Sep,32.30
SMU34000000500000003,2020,M10,2020 Oct,32.46
SMU34000000500000003,2020,M11,2020 Nov,32.75
SMU34000000500000003,2020,M12,2020 Dec,33.00
SMU34000000500000003,2021,M01,2021 Jan,32.98
SMU34000000500000003,2021,M02,2021 Feb,33.36
SMU34000000500000003,2021,M03,2021 Mar,33.24
SMU34000000500000003,2021,M04,2021 Apr,33.25
SMU34000000500000003,2021,M05,2021 May,33.05
SMU34000000500000003,2021,M06,2021 Jun,32.62
SMU34000000500000003,2021,M07,2021 Jul,32.94
SMU34000000500000003,2021,M08,2021 Aug,32.45
SMU34000000500000003,2021,M09,2021 Sep,32.39
SMU34000000500000003,2021,M10,2021 Oct,32.76
SMU34000000500000003,2021,M11,2021 Nov,32.54
SMU34000000500000003,2021,M12,2021 Dec,32.87
SMU34000000500000003,2022,M01,2022 Jan,33.83
SMU34000000500000003,2022,M02,2022 Feb,33.57
SMU34000000500000003,2022,M03,2022 Mar,33.55
SMU34000000500000003,2022,M04,2022 Apr,33.71
SMU34000000500000003,2022,M05,2022 May,33.51
SMU34000000500000003,2022,M06,2022 Jun,33.32
SMU34000000500000003,2022,M07,2022 Jul,33.74
SMU34000000500000003,2022,M08,2022 Aug,34.09
SMU34000000500000003,2022,M09,2022 Sep,34.18
SMU34000000500000003,2022,M10,2022 Oct,34.67
SMU34000000500000003,2022,M11,2022 Nov,34.29
SMU34000000500000003,2022,M12,2022 Dec,34.58
SMU35000000500000003,2020,M01,2020 Jan,23.22
SMU35000000500000003,2020,M02,2020 Feb,23.50
SMU35000000500000003,2020,M03,2020 Mar,23.60
SMU35000000500000003,2020,M04,2020 Apr,24.18
SMU35000000500000003,2020,M05,2020 May,24.09
SMU35000000500000003,2020,M06,2020 Jun,23.66
SMU35000000500000003,2020,M07,2020 Jul,23.75
SMU35000000500000003,2020,M08,2020 Aug,24.10
SMU35000000500000003,2020,M09,2020 Sep,24.05
SMU35000000500000003,2020,M10,2020 Oct,23.86
SMU35000000500000003,2020,M11,2020 Nov,24.39
SMU35000000500000003,2020,M12,2020 Dec,24.12
SMU35000000500000003,2021,M01,2021 Jan,24.00
SMU35000000500000003,2021,M02,2021 Feb,24.24
SMU35000000500000003,2021,M03,2021 Mar,23.96
SMU35000000500000003,2021,M04,2021 Apr,24.58
SMU35000000500000003,2021,M05,2021 May,24.37
SMU35000000500000003,2021,M06,2021 Jun,24.07
SMU35000000500000003,2021,M07,2021 Jul,24.59
SMU35000000500000003,2021,M08,2021 Aug,24.41
SMU35000000500000003,2021,M09,2021 Sep,24.91
SMU35000000500000003,2021,M10,2021 Oct,25.51
SMU35000000500000003,2021,M11,2021 Nov,25.55
SMU35000000500000003,2021,M12,2021 Dec,25.88
SMU35000000500000003,2022,M01,2022 Jan,26.90
SMU35000000500000003,2022,M02,2022 Feb,26.57
SMU35000000500000003,2022,M03,2022 Mar,26.36
SMU35000000500000003,2022,M04,2022 Apr,26.80
SMU35000000500000003,2022,M05,2022 May,26.94
SMU35000000500000003,2022,M06,2022 Jun,26.71
SMU35000000500000003,2022,M07,2022 Jul,26.81
SMU35000000500000003,2022,M08,2022 Aug,26.98
SMU35000000500000003,2022,M09,2022 Sep,27.58
SMU35000000500000003,2022,M10,2022 Oct,27.45
SMU35000000500000003,2022,M11,2022 Nov,27.54
SMU35000000500000003,2022,M12,2022 Dec,27.54
SMU36000000500000003,2020,M01,2020 Jan,32.82
SMU36000000500000003,2020,M02,2020 Feb,33.28
SMU36000000500000003,2020,M03,2020 Mar,33.05
SMU36000000500000003,2020,M04,2020 Apr,34.80
SMU36000000500000003,2020,M05,2020 May,34.45
SMU36000000500000003,2020,M06,2020 Jun,33.93
SMU36000000500000003,2020,M07,2020 Jul,34.07
SMU36000000500000003,2020,M08,2020 Aug,34.33
SMU36000000500000003,2020,M09,2020 Sep,34.09
SMU36000000500000003,2020,M10,2020 Oct,33.77
SMU36000000500000003,2020,M11,2020 Nov,34.30
SMU36000000500000003,2020,M12,2020 Dec,34.47
SMU36000000500000003,2021,M01,2021 Jan,34.87
SMU36000000500000003,2021,M02,2021 Feb,34.81
SMU36000000500000003,2021,M03,2021 Mar,34.67
SMU36000000500000003,2021,M04,2021 Apr,34.74
SMU36000000500000003,2021,M05,2021 May,35.32
SMU36000000500000003,2021,M06,2021 Jun,34.85
SMU36000000500000003,2021,M07,2021 Jul,35.04
SMU36000000500000003,2021,M08,2021 Aug,35.32
SMU36000000500000003,2021,M09,2021 Sep,35.09
SMU36000000500000003,2021,M10,2021 Oct,35.41
SMU36000000500000003,2021,M11,2021 Nov,35.37
SMU36000000500000003,2021,M12,2021 Dec,35.60
SMU36000000500000003,2022,M01,2022 Jan,36.25
SMU36000000500000003,2022,M02,2022 Feb,35.54
SMU36000000500000003,2022,M03,2022 Mar,35.55
SMU36000000500000003,2022,M04,2022 Apr,35.59
SMU36000000500000003,2022,M05,2022 May,35.88
SMU36000000500000003,2022,M06,2022 Jun,35.39
SMU36000000500000003,2022,M07,2022 Jul,35.67
SMU36000000500000003,2022,M08,2022 Aug,35.49
SMU36000000500000003,2022,M09,2022 Sep,35.80
SMU36000000500000003,2022,M10,2022 Oct,36.38
SMU36000000500000003,2022,M11,2022 Nov,36.07
SMU36000000500000003,2022,M12,2022 Dec,36.25
SMU37000000500000003,2020,M01,2020 Jan,25.90
SMU37000000500000003,2020,M02,2020 Feb,26.13
SMU37000000500000003,2020,M03,2020 Mar,26.06
SMU37000000500000003,2020,M04,2020 Apr,27.00
SMU37000000500000003,2020,M05,2020 May,26.52
SMU37000000500000003,2020,M06,2020 Jun,26.06
SMU37000000500000003,2020,M07,2020 Jul,26.44
SMU37000000500000003,2020,M08,2020 Aug,26.73
SMU37000000500000003,2020,M09,2020 Sep,26.71
SMU37000000500000003,2020,M10,2020 Oct,26.86
SMU37000000500000003,2020,M11,2020 Nov,27.21
SMU37000000500000003,2020,M12,2020 Dec,27.23
SMU37000000500000003,2021,M01,2021 Jan,27.26
SMU37000000500000003,2021,M02,2021 Feb,27.37
SMU37000000500000003,2021,M03,2021 Mar,26.93
SMU37000000500000003,2021,M04,2021 Apr,27.34
SMU37000000500000003,2021,M05,2021 May,27.82
SMU37000000500000003,2021,M06,2021 Jun,27.74
SMU37000000500000003,2021,M07,2021 Jul,28.07
SMU37000000500000003,2021,M08,2021 Aug,28.55
SMU37000000500000003,2021,M09,2021 Sep,28.49
SMU37000000500000003,2021,M10,2021 Oct,28.65
SMU37000000500000003,2021,M11,2021 Nov,28.96
SMU37000000500000003,2021,M12,2021 Dec,29.14
SMU37000000500000003,2022,M01,2022 Jan,29.77
SMU37000000500000003,2022,M02,2022 Feb,29.40
SMU37000000500000003,2022,M03,2022 Mar,29.56
SMU37000000500000003,2022,M04,2022 Apr,29.31
SMU37000000500000003,2022,M05,2022 May,29.60
SMU37000000500000003,2022,M06,2022 Jun,29.28
SMU37000000500000003,2022,M07,2022 Jul,29.95
SMU37000000500000003,2022,M08,2022 Aug,30.21
SMU37000000500000003,2022,M09,2022 Sep,30.19
SMU37000000500000003,2022,M10,2022 Oct,30.75
SMU37000000500000003,2022,M11,2022 Nov,30.47
SMU37000000500000003,2022,M12,2022 Dec,30.64
SMU38000000500000003,2020,M01,2020 Jan,27.53
SMU38000000500000003,2020,M02,2020 Feb,27.43
SMU38000000500000003,2020,M03,2020 Mar,27.51
SMU38000000500000003,2020,M04,2020 Apr,28.07
SMU38000000500000003,2020,M05,2020 May,27.51
SMU38000000500000003,2020,M06,2020 Jun,27.54
SMU38000000500000003,2020,M07,2020 Jul,27.45
SMU38000000500000003,2020,M08,2020 Aug,27.55
SMU38000000500000003,2020,M09,2020 Sep,27.51
SMU38000000500000003,2020,M10,2020 Oct,27.70
SMU38000000500000003,2020,M11,2020 Nov,27.67
SMU38000000500000003,2020,M12,2020 Dec,27.93
SMU38000000500000003,2021,M01,2021 Jan,27.63
SMU38000000500000003,2021,M02,2021 Feb,27.73
SMU38000000500000003,2021,M03,2021 Mar,27.96
SMU38000000500000003,2021,M04,2021 Apr,28.05
SMU38000000500000003,2021,M05,2021 May,27.91
SMU38000000500000003,2021,M06,2021 Jun,28.17
SMU38000000500000003,2021,M07,2021 Jul,28.20
SMU38000000500000003,2021,M08,2021 Aug,28.27
SMU38000000500000003,2021,M09,2021 Sep,28.93
SMU38000000500000003,2021,M10,2021 Oct,28.94
SMU38000000500000003,2021,M11,2021 Nov,28.96
SMU38000000500000003,2021,M12,2021 Dec,29.45
SMU38000000500000003,2022,M01,2022 Jan,30.02
SMU38000000500000003,2022,M02,2022 Feb,29.95
SMU38000000500000003,2022,M03,2022 Mar,30.03
SMU38000000500000003,2022,M04,2022 Apr,30.61
SMU38000000500000003,2022,M05,2022 May,30.40
SMU38000000500000003,2022,M06,2022 Jun,30.01
SMU38000000500000003,2022,M07,2022 Jul,30.53
SMU38000000500000003,2022,M08,2022 Aug,30.46
SMU38000000500000003,2022,M09,2022 Sep,31.41
SMU38000000500000003,2022,M10,2022 Oct,31.65
SMU38000000500000003,2022,M11,2022 Nov,31.90
SMU38000000500000003,2022,M12,2022 Dec,32.39
SMU39000000500000003,2020,M01,2020 Jan,25.69
SMU39000000500000003,2020,M02,2020 Feb,25.71
SMU39000000500000003,2020,M03,2020 Mar,25.62
SMU39000000500000003,2020,M04,2020 Apr,26.31
SMU39000000500000003,2020,M05,2020 May,25.83
SMU39000000500000003,2020,M06,2020 Jun,25.58
SMU39000000500000003,2020,M07,2020 Jul,25.84
SMU39000000500000003,2020,M08,2020 Aug,26.15
SMU39000000500000003,2020,M09,2020 Sep,26.25
SMU39000000500000003,2020,M10,2020 Oct,26.33
SMU39000000500000003,2020,M11,2020 Nov,26.69
SMU39000000500000003,2020,M12,2020 Dec,26.65
SMU39000000500000003,2021,M01,2021 Jan,26.78
SMU39000000500000003,2021,M02,2021 Feb,26.93
SMU39000000500000003,2021,M03,2021 Mar,26.75
SMU39000000500000003,2021,M04,2021 Apr,27.11
SMU39000000500000003,2021,M05,2021 May,27.48
SMU39000000500000003,2021,M06,2021 Jun,27.25
SMU39000000500000003,2021,M07,2021 Jul,27.57
SMU39000000500000003,2021,M08,2021 Aug,27.70
SMU39000000500000003,2021,M09,2021 Sep,27.68
SMU39000000500000003,2021,M10,2021 Oct,27.91
SMU39000000500000003,2021,M11,2021 Nov,28.02
SMU39000000500000003,2021,M12,2021 Dec,28.36
SMU39000000500000003,2022,M01,2022 Jan,28.97
SMU39000000500000003,2022,M02,2022 Feb,29.02
SMU39000000500000003,2022,M03,2022 Mar,28.53
SMU39000000500000003,2022,M04,2022 Apr,28.86
SMU39000000500000003,2022,M05,2022 May,28.93
SMU39000000500000003,2022,M06,2022 Jun,28.88
SMU39000000500000003,2022,M07,2022 Jul,28.97
SMU39000000500000003,2022,M08,2022 Aug,29.14
SMU39000000500000003,2022,M09,2022 Sep,29.69
SMU39000000500000003,2022,M10,2022 Oct,30.22
SMU39000000500000003,2022,M11,2022 Nov,29.92
SMU39000000500000003,2022,M12,2022 Dec,30.13
SMU40000000500000003,2020,M01,2020 Jan,24.90
SMU40000000500000003,2020,M02,2020 Feb,25.03
SMU40000000500000003,2020,M03,2020 Mar,25.22
SMU40000000500000003,2020,M04,2020 Apr,25.42
SMU40000000500000003,2020,M05,2020 May,25.05
SMU40000000500000003,2020,M06,2020 Jun,24.48
SMU40000000500000003,2020,M07,2020 Jul,24.68
SMU40000000500000003,2020,M08,2020 Aug,24.94
SMU40000000500000003,2020,M09,2020 Sep,24.78
SMU40000000500000003,2020,M10,2020 Oct,24.55
SMU40000000500000003,2020,M11,2020 Nov,24.93
SMU40000000500000003,2020,M12,2020 Dec,24.87
SMU40000000500000003,2021,M01,2021 Jan,24.90
SMU40000000500000003,2021,M02,2021 Feb,25.04
SMU40000000500000003,2021,M03,2021 Mar,24.68
SMU40000000500000003,2021,M04,2021 Apr,24.71
SMU40000000500000003,2021,M05,2021 May,24.96
SMU40000000500000003,2021,M06,2021 Jun,24.95
SMU40000000500000003,2021,M07,2021 Jul,25.42
SMU40000000500000003,2021,M08,2021 Aug,25.50
SMU40000000500000003,2021,M09,2021 Sep,25.76
SMU40000000500000003,2021,M10,2021 Oct,25.92
SMU40000000500000003,2021,M11,2021 Nov,25.84
SMU40000000500000003,2021,M12,2021 Dec,26.17
SMU40000000500000003,2022,M01,2022 Jan,26.78
SMU40000000500000003,2022,M02,2022 Feb,26.48
SMU40000000500000003,2022,M03,2022 Mar,26.20
SMU40000000500000003,2022,M04,2022 Apr,26.34
SMU40000000500000003,2022,M05,2022 May,26.53
SMU40000000500000003,2022,M06,2022 Jun,26.54
SMU40000000500000003,2022,M07,2022 Jul,26.81
SMU40000000500000003,2022,M08,2022 Aug,26.92
SMU40000000500000003,2022,M09,2022 Sep,27.51
SMU40000000500000003,2022,M10,2022 Oct,27.62
SMU40000000500000003,2022,M11,2022 Nov,27.57
SMU40000000500000003,2022,M12,2022 Dec,27.99
SMU41000000500000003,2020,M01,2020 Jan,27.71
SMU41000000500000003,2020,M02,2020 Feb,27.69
SMU41000000500000003,2020,M03,2020 Mar,27.95
SMU41000000500000003,2020,M04,2020 Apr,29.39
SMU41000000500000003,2020,M05,2020 May,29.31
SMU41000000500000003,2020,M06,2020 Jun,29.05
SMU41000000500000003,2020,M07,2020 Jul,28.97
SMU41000000500000003,2020,M08,2020 Aug,29.18
SMU41000000500000003,2020,M09,2020 Sep,29.32
SMU41000000500000003,2020,M10,2020 Oct,29.33
SMU41000000500000003,2020,M11,2020 Nov,29.21
SMU41000000500000003,2020,M12,2020 Dec,29.52
SMU41000000500000003,2021,M01,2021 Jan,29.44
SMU41000000500000003,2021,M02,2021 Feb,29.29
SMU41000000500000003,2021,M03,2021 Mar,29.19
SMU41000000500000003,2021,M04,2021 Apr,29.71
SMU41000000500000003,2021,M05,2021 May,29.82
SMU41000000500000003,2021,M06,2021 Jun,29.71
SMU41000000500000003,2021,M07,2021 Jul,30.29
SMU41000000500000003,2021,M08,2021 Aug,30.24
SMU41000000500000003,2021,M09,2021 Sep,30.72
SMU41000000500000003,2021,M10,2021 Oct,30.97
SMU41000000500000003,2021,M11,2021 Nov,31.17
SMU41000000500000003,2021,M12,2021 Dec,31.48
SMU41000000500000003,2022,M01,2022 Jan,31.67
SMU41000000500000003,2022,M02,2022 Feb,31.24
SMU41000000500000003,2022,M03,2022 Mar,31.43
SMU41000000500000003,2022,M04,2022 Apr,31.89
SMU41000000500000003,2022,M05,2022 May,32.02
SMU41000000500000003,2022,M06,2022 Jun,32.05
SMU41000000500000003,2022,M07,2022 Jul,32.63
SMU41000000500000003,2022,M08,2022 Aug,32.69
SMU41000000500000003,2022,M09,2022 Sep,33.00
SMU41000000500000003,2022,M10,2022 Oct,33.19
SMU41000000500000003,2022,M11,2022 Nov,33.56
SMU41000000500000003,2022,M12,2022 Dec,34.01
SMU42000000500000003,2020,M01,2020 Jan,26.75
SMU42000000500000003,2020,M02,2020 Feb,26.97
SMU42000000500000003,2020,M03,2020 Mar,26.87
SMU42000000500000003,2020,M04,2020 Apr,28.03
SMU42000000500000003,2020,M05,2020 May,27.65
SMU42000000500000003,2020,M06,2020 Jun,27.22
SMU42000000500000003,2020,M07,2020 Jul,27.10
SMU42000000500000003,2020,M08,2020 Aug,27.36
